ID_FACTURA,fecha_facturacion,sector_consumo,ubicacion,volumen_consumo,tarifa,valor_total_factura,año,mes,direccion,latitud,longitud,cargo_distribucion,cargo_comercializacion,actividad_comprador,tipo_gas,precio_por_unidad,temporada
74695873137453847746958731,2023-01-10,Comercializadoras de gas natural,9999999999,,9999999999.0,7602135345,2023,1,139343051468954741139343051,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
278141131435228306278141131,2023-01-10,Comercializadoras de gas natural,9999999999,,9999999999.0,189927079,2023,1,139343051468954741139343051,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
269653344282999508269653344,2023-01-10,Comercializadoras de gas natural,9999999999,,9999999999.0,102419910,2023,1,139343051468954741139343051,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
100345726954285400100345726,2023-01-10,Comercializadoras de gas natural,9999999999,,9999999999.0,91446349,2023,1,139343051468954741139343051,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
110102739766110321110102739,2023-01-10,Comercializadoras de gas natural,9999999999,,9999999999.0,695077116,2023,1,139343051468954741139343051,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
464695574821914564464695574,2023-01-10,Comercializadoras de gas natural,9999999999,,9999999999.0,35434157,2023,1,139343051468954741139343051,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
2635549544974479926355495,2023-01-10,Comercializadoras de gas natural,9999999999,,9999999999.0,3851427986,2023,1,139343051468954741139343051,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
129343253318969782129343253,2023-01-10,Comercializadoras de gas natural,9999999999,,5913.0,550080415,2023,1,139343051468954741139343051,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
17559729676568825175597296,2023-01-17,Comercializadoras de gas natural,9999999999,,1044.22,105205165,2023,1,139343051468954741139343051,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
437443663524414854437443663,2023-01-17,Comercializadoras de gas natural,9999999999,,9999999999.0,24406955,2023,1,895747801394675141895747801,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Comercializador,Gas Natural,,Verano
507443489907965398507443489,2023-01-17,Comercializadoras de gas natural,9999999999,,9999999999.0,606894853,2023,1,297106955184307545297106955,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Comercializador,Gas Natural,,Verano
7315663965638841773156639,2023-01-26,Comercializadoras de gas natural,9999999999,,9999999999.0,-59150292,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
75484625144503896754846251,2023-01-26,Comercializadoras de gas natural,9999999999,,9999999999.0,-1680774152,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
567248577463237639567248577,2023-01-31,Comercializadoras de gas natural,9999999999,,9999999999.0,-140340007,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
318596832132500639318596832,2023-01-31,Comercializadoras de gas natural,9999999999,,9999999999.0,-62731259,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
618865673273625362618865673,2023-01-31,Comercializadoras de gas natural,9999999999,,9999999999.0,-142697003,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
327943847801928126327943847,2023-01-19,Comercializadoras de gas natural,9999999999,,9999999999.0,22308710,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
710637596240778411710637596,2023-01-20,GNCV,9999999999,,9999999999.0,8920458990,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
100693689341298241100693689,2023-01-20,GNCV,9999999999,,9999999999.0,12763856456,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
150639090363574498150639090,2023-01-20,Comercializadoras de gas natural,9999999999,,9999999999.0,18047670,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
617827969466842788617827969,2023-01-20,Comercializadoras de gas natural,9999999999,,9999999999.0,79978893,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
403036054232902231403036054,2023-01-20,Comercializadoras de gas natural,9999999999,,9999999999.0,52550408,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
639963360816151164639963360,2023-01-23,Comercializadoras de gas natural,9999999999,,9999999999.0,440927608,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
234594758966268886234594758,2023-01-24,Comercializadoras de gas natural,9999999999,,9999999999.0,22969475439,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
1104673429207072811046734,2023-01-24,Comercializadoras de gas natural,9999999999,,9999999999.0,4580269752,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
38390988037153911383909880,2023-01-24,Comercializadoras de gas natural,9999999999,,9999999999.0,1965634092,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
284991996438120198284991996,2023-01-24,GNCV,9999999999,,9999999999.0,3581194074,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
286430983954380371286430983,2023-01-24,Comercializadoras de gas natural,9999999999,,9999999999.0,1680774150,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
31665068845119911316650688,2023-01-24,Comercializadoras de gas natural,9999999999,,9999999999.0,3181676844,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
2838156993791729928381569,2023-01-24,Comercializadoras de gas natural,9999999999,,9999999999.0,9712275149,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
297312227798249673297312227,2023-01-24,Comercializadoras de gas natural,9999999999,,9999999999.0,911730151,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
279958681359077906279958681,2023-01-11,Comercial,9999999999,,9999999999.0,1956314165,2023,1,7982045924581569479820459,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Comercializador,Gas Natural,,Verano
214180530153832016214180530,2023-01-24,GNCV,9999999999,,9999999999.0,1591973532,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
156925678223343059156925678,2023-01-25,Comercializadoras de gas natural,9999999999,,9999999999.0,687461784,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
69983610245849540699836102,2023-01-25,Comercializadoras de gas natural,9999999999,,9999999999.0,687461784,2023,1,101548255980198247101548255,9999999999.0,9999999999.0,9999999999.0,9999999999.0,Distribuidor-Comercializador,Gas Natural,,Verano
